School Year,Division Number,Division Name,School Number,School Name,Subject,Disadvantaged,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,44,Henry County ,670,Laurel Park Middle ,Mathematics,N,EOC,SOL,               7,              31,               1,              38,              39,    17.95,    79.49,     2.56,    97.44,  464
2021-2022,44,Henry County ,670,Laurel Park Middle ,Mathematics,Y,EOC,SOL,               7,              24,               1,              31,              32,    21.88,    75.00,     3.13,    96.88,  467
2021-2022,44,Henry County ,20,Magna Vista High,English:Reading,N,EOC,SOL,              27,              83,               9,             110,             119,    22.69,    69.75,     7.56,    92.44,  463
2021-2022,44,Henry County ,20,Magna Vista High,English:Reading,Y,EOC,SOL,              23,              97,              20,             120,             140,    16.43,    69.29,    14.29,    85.71,  450
2021-2022,44,Henry County ,20,Magna Vista High,History and Social Science,N,EOC,SOL,               9,             111,              48,             120,             168,     5.36,    66.07,    28.57,    71.43,  422
2021-2022,44,Henry County ,20,Magna Vista High,History and Social Science,Y,EOC,SOL,               7,              93,              94,             100,             194,     3.61,    47.94,    48.45,    51.55,  399
2021-2022,44,Henry County ,20,Magna Vista High,Mathematics,N,EOC,SOL,               6,             124,              21,             130,             151,     3.97,    82.12,    13.91,    86.09,  432
2021-2022,44,Henry County ,20,Magna Vista High,Mathematics,Y,EOC,SOL,               2,             130,              55,             132,             187,     1.07,    69.52,    29.41,    70.59,  416
2021-2022,44,Henry County ,20,Magna Vista High,Science,N,EOC,SOL,               2,             165,              64,             167,             231,      .87,    71.43,    27.71,    72.29,  417
2021-2022,44,Henry County ,20,Magna Vista High,Science,Y,EOC,SOL,               5,             131,             133,             136,             269,     1.86,    48.70,    49.44,    50.56,  398
2021-2022,45,Highland County ,220,Highland High,English:Reading,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  463
2021-2022,45,Highland County ,220,Highland High,English:Reading,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,45,Highland County ,220,Highland High,English:Writing,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  466
2021-2022,45,Highland County ,220,Highland High,English:Writing,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  461
2021-2022,45,Highland County ,220,Highland High,History and Social Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  410
2021-2022,45,Highland County ,220,Highland High,History and Social Science,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  422
2021-2022,45,Highland County ,220,Highland High,Mathematics,N,EOC,SOL,               2,              10,               1,              12,              13,    15.38,    76.92,     7.69,    92.31,  456
2021-2022,45,Highland County ,220,Highland High,Mathematics,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  430
2021-2022,45,Highland County ,220,Highland High,Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  412
2021-2022,45,Highland County ,220,Highland High,Science,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  429
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Mathematics,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  449
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Mathematics,Y,EOC,SOL,               1,              82,              16,              83,              99,     1.01,    82.83,    16.16,    83.84,  413
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Science,Y,EOC,SOL,               1,              26,               8,              27,              35,     2.86,    74.29,    22.86,    77.14,  431
2021-2022,114,Hopewell City ,120,Hopewell High,English:Reading,N,EOC,SOL,               5,              17,              23,              22,              45,    11.11,    37.78,    51.11,    48.89,  393
2021-2022,114,Hopewell City ,120,Hopewell High,English:Reading,Y,EOC,SOL,              24,             125,              84,             149,             233,    10.30,    53.65,    36.05,    63.95,  420
2021-2022,114,Hopewell City ,120,Hopewell High,English:Writing,N,EOC,SOL,               5,              12,              22,              17,              39,    12.82,    30.77,    56.41,    43.59,  399
2021-2022,114,Hopewell City ,120,Hopewell High,English:Writing,Y,EOC,SOL,               8,              78,              67,              86,             153,     5.23,    50.98,    43.79,    56.21,  409
2021-2022,114,Hopewell City ,120,Hopewell High,History and Social Science,N,EOC,SOL,               3,              13,              37,              16,              53,     5.66,    24.53,    69.81,    30.19,  390
2021-2022,114,Hopewell City ,120,Hopewell High,History and Social Science,Y,EOC,SOL,               2,              80,             190,              82,             272,      .74,    29.41,    69.85,    30.15,  380
2021-2022,114,Hopewell City ,120,Hopewell High,Mathematics,N,EOC,SOL,               2,              38,              17,              40,              57,     3.51,    66.67,    29.82,    70.18,  414
2021-2022,114,Hopewell City ,120,Hopewell High,Mathematics,Y,EOC,SOL,               0,             171,             110,             171,             281,      .00,    60.85,    39.15,    60.85,  402
2021-2022,114,Hopewell City ,120,Hopewell High,Science,N,EOC,SOL,               2,              24,              26,              26,              52,     3.85,    46.15,    50.00,    50.00,  402
2021-2022,114,Hopewell City ,120,Hopewell High,Science,Y,EOC,SOL,               3,             106,             133,             109,             242,     1.24,    43.80,    54.96,    45.04,  390
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,History and Social Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,Mathematics,N,EOC,SOL,               6,               9,               0,              15,              15,    40.00,    60.00,      .00,100.00,  488
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,Mathematics,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  487
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Reading,N,EOC,SOL,              75,             151,              15,             226,             241,    31.12,    62.66,     6.22,    93.78,  473
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Reading,Y,EOC,SOL,              15,              65,              27,              80,             107,    14.02,    60.75,    25.23,    74.77,  436
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Writing,N,EOC,SOL,              66,             149,              32,             215,             247,    26.72,    60.32,    12.96,    87.04,  459
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Writing,Y,EOC,SOL,               3,              51,              36,              54,              90,     3.33,    56.67,    40.00,    60.00,  408
2021-2022,46,Isle of Wight County ,40,Smithfield High,History and Social Science,N,EOC,SOL,              39,             163,              48,             202,             250,    15.60,    65.20,    19.20,    80.80,  440
2021-2022,46,Isle of Wight County ,40,Smithfield High,History and Social Science,Y,EOC,SOL,               4,              53,              98,              57,             155,     2.58,    34.19,    63.23,    36.77,  388
2021-2022,46,Isle of Wight County ,40,Smithfield High,Mathematics,N,EOC,SOL,              17,             206,              25,             223,             248,     6.85,    83.06,    10.08,    89.92,  441
2021-2022,46,Isle of Wight County ,40,Smithfield High,Mathematics,Y,EOC,SOL,               1,             103,              31,             104,             135,      .74,    76.30,    22.96,    77.04,  414
2021-2022,46,Isle of Wight County ,40,Smithfield High,Science,N,EOC,SOL,              37,             198,              39,             235,             274,    13.50,    72.26,    14.23,    85.77,  440
2021-2022,46,Isle of Wight County ,40,Smithfield High,Science,Y,EOC,SOL,               3,              72,              74,              75,             149,     2.01,    48.32,    49.66,    50.34,  392
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,Mathematics,N,EOC,SOL,              36,              45,               1,              81,              82,    43.90,    54.88,     1.22,    98.78,  492
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,Mathematics,Y,EOC,SOL,               7,              10,               0,              17,              17,    41.18,    58.82,      .00,100.00,  479
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,Science,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Reading,N,EOC,SOL,              18,              55,               7,              73,              80,    22.50,    68.75,     8.75,    91.25,  464
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Reading,Y,EOC,SOL,               6,              33,               7,              39,              46,    13.04,    71.74,    15.22,    84.78,  441
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Writing,N,EOC,SOL,              21,              58,              10,              79,              89,    23.60,    65.17,    11.24,    88.76,  455
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Writing,Y,EOC,SOL,               3,              21,              10,              24,              34,     8.82,    61.76,    29.41,    70.59,  430
2021-2022,46,Isle of Wight County ,250,Windsor High,History and Social Science,N,EOC,SOL,               1,              14,               6,              15,              21,     4.76,    66.67,    28.57,    71.43,  426
2021-2022,46,Isle of Wight County ,250,Windsor High,History and Social Science,Y,EOC,SOL,               8,             103,              26,             111,             137,     5.84,    75.18,    18.98,    81.02,  432
2021-2022,46,Isle of Wight County ,250,Windsor High,Mathematics,N,EOC,SOL,               0,              13,               3,              13,              16,      .00,    81.25,    18.75,    81.25,  435
2021-2022,46,Isle of Wight County ,250,Windsor High,Mathematics,Y,EOC,SOL,               3,             109,              24,             112,             136,     2.21,    80.15,    17.65,    82.35,  426
2021-2022,46,Isle of Wight County ,250,Windsor High,Science,N,EOC,SOL,               1,              41,               7,              42,              49,     2.04,    83.67,    14.29,    85.71,  433
2021-2022,46,Isle of Wight County ,250,Windsor High,Science,Y,EOC,SOL,               6,             120,              22,             126,             148,     4.05,    81.08,    14.86,    85.14,  431
2021-2022,48,King George County ,120,King George High,English:Reading,N,EOC,SOL,              93,             159,              14,             252,             266,    34.96,    59.77,     5.26,    94.74,  474
2021-2022,48,King George County ,120,King George High,English:Reading,Y,EOC,SOL,              10,              60,              17,              70,              87,    11.49,    68.97,    19.54,    80.46,  440
2021-2022,48,King George County ,120,King George High,English:Writing,N,EOC,SOL,              17,               3,               0,              20,              20,    85.00,    15.00,      .00,100.00,  537
2021-2022,48,King George County ,120,King George High,English:Writing,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,48,King George County ,120,King George High,History and Social Science,N,EOC,SOL,               3,              55,              72,              58,             130,     2.31,    42.31,    55.38,    44.62,  394
2021-2022,48,King George County ,120,King George High,History and Social Science,Y,EOC,SOL,               1,              18,              84,              19,             103,      .97,    17.48,    81.55,    18.45,  372
2021-2022,48,King George County ,120,King George High,Mathematics,N,EOC,SOL,              23,             210,              71,             233,             304,     7.57,    69.08,    23.36,    76.64,  427
2021-2022,48,King George County ,120,King George High,Mathematics,Y,EOC,SOL,               0,              48,              65,              48,             113,      .00,    42.48,    57.52,    42.48,  388
2021-2022,48,King George County ,120,King George High,Science,N,EOC,SOL,              29,             216,             102,             245,             347,     8.36,    62.25,    29.39,    70.61,  423
2021-2022,48,King George County ,120,King George High,Science,Y,EOC,SOL,               1,              50,             102,              51,             153,      .65,    32.68,    66.67,    33.33,  383
2021-2022,48,King George County ,10,King George Middle,History and Social Science,N,EOC,SOL,              33,             167,              54,             200,             254,    12.99,    65.75,    21.26,    78.74,  437
2021-2022,48,King George County ,10,King George Middle,History and Social Science,Y,EOC,SOL,               5,              46,              69,              51,             120,     4.17,    38.33,    57.50,    42.50,  396
2021-2022,48,King George County ,10,King George Middle,Mathematics,N,EOC,SOL,              41,              64,               0,             105,             105,    39.05,    60.95,      .00,100.00,  493
2021-2022,48,King George County ,10,King George Middle,Mathematics,Y,EOC,SOL,               3,               8,               0,              11,              11,    27.27,    72.73,      .00,100.00,  471
2021-2022,50,King William County ,160,Hamilton Holmes Middle,History and Social Science,Y,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Mathematics,N,EOC,SOL,               3,              38,               1,              41,              42,     7.14,    90.48,     2.38,    97.62,  458
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Mathematics,Y,EOC,SOL,               0,              13,               0,              13,              13,      .00,   100.00,      .00,100.00,  449
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Science,N,EOC,SOL,               6,              23,               0,              29,              29,    20.69,    79.31,      .00,100.00,  466
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Science,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  447
2021-2022,50,King William County ,130,King William High,English:Reading,N,EOC,SOL,              20,              72,              18,              92,             110,    18.18,    65.45,    16.36,    83.64,  448
2021-2022,50,King William County ,130,King William High,English:Reading,Y,EOC,SOL,               4,              35,              19,              39,              58,     6.90,    60.34,    32.76,    67.24,  423
2021-2022,50,King William County ,130,King William High,English:Writing,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  398
2021-2022,50,King William County ,130,King William High,English:Writing,Y,EOC,SOL,<,<,<,<,              11,<,<,>50,<50,  383
2021-2022,50,King William County ,130,King William High,History and Social Science,N,EOC,SOL,              16,              73,              25,              89,             114,    14.04,    64.04,    21.93,    78.07,  437
2021-2022,50,King William County ,130,King William High,History and Social Science,Y,EOC,SOL,               8,              49,              31,              57,              88,     9.09,    55.68,    35.23,    64.77,  415
2021-2022,50,King William County ,130,King William High,Mathematics,N,EOC,SOL,               4,              87,              16,              91,             107,     3.74,    81.31,    14.95,    85.05,  433
2021-2022,50,King William County ,130,King William High,Mathematics,Y,EOC,SOL,               2,              53,              16,              55,              71,     2.82,    74.65,    22.54,    77.46,  416
2021-2022,50,King William County ,130,King William High,Science,N,EOC,SOL,               6,              85,              20,              91,             111,     5.41,    76.58,    18.02,    81.98,  426
2021-2022,50,King William County ,130,King William High,Science,Y,EOC,SOL,               4,              51,              34,              55,              89,     4.49,    57.30,    38.20,    61.80,  403
2021-2022,49,King and Queen County ,280,Central High,English:Reading,N,EOC,SOL,               1,              15,               2,              16,              18,     5.56,    83.33,    11.11,    88.89,  446
2021-2022,49,King and Queen County ,280,Central High,English:Reading,Y,EOC,SOL,               3,              20,               2,              23,              25,    12.00,    80.00,     8.00,    92.00,  422
2021-2022,49,King and Queen County ,280,Central High,English:Writing,N,EOC,SOL,               0,              10,               6,              10,              16,      .00,    62.50,    37.50,    62.50,  411
2021-2022,49,King and Queen County ,280,Central High,English:Writing,Y,EOC,SOL,               1,              11,              15,              12,              27,     3.70,    40.74,    55.56,    44.44,  393
2021-2022,49,King and Queen County ,280,Central High,History and Social Science,N,EOC,SOL,               3,              12,               5,              15,              20,    15.00,    60.00,    25.00,    75.00,  436
2021-2022,49,King and Queen County ,280,Central High,History and Social Science,Y,EOC,SOL,               1,              20,              21,              21,              42,     2.38,    47.62,    50.00,    50.00,  388
2021-2022,49,King and Queen County ,280,Central High,Mathematics,N,EOC,SOL,               0,              24,               5,              24,              29,      .00,    82.76,    17.24,    82.76,  408
2021-2022,49,King and Queen County ,280,Central High,Mathematics,Y,EOC,SOL,               0,              33,              14,              33,              47,      .00,    70.21,    29.79,    70.21,  401
2021-2022,49,King and Queen County ,280,Central High,Science,N,EOC,SOL,               4,              16,               3,              20,              23,    17.39,    69.57,    13.04,    86.96,  440
2021-2022,49,King and Queen County ,280,Central High,Science,Y,EOC,SOL,               1,              16,               9,              17,              26,     3.85,    61.54,    34.62,    65.38,  388
2021-2022,51,Lancaster County ,10,Lancaster High,English:Reading,N,EOC,SOL,               9,              31,               8,              40,              48,    18.75,    64.58,    16.67,    83.33,  443
2021-2022,51,Lancaster County ,10,Lancaster High,English:Reading,Y,EOC,SOL,               4,              38,               8,              42,              50,     8.00,    76.00,    16.00,    84.00,  432
2021-2022,51,Lancaster County ,10,Lancaster High,History and Social Science,N,EOC,SOL,               0,              26,              20,              26,              46,      .00,    56.52,    43.48,    56.52,  400
2021-2022,51,Lancaster County ,10,Lancaster High,History and Social Science,Y,EOC,SOL,               0,              25,              63,              25,              88,      .00,    28.41,    71.59,    28.41,  374
2021-2022,51,Lancaster County ,10,Lancaster High,Mathematics,N,EOC,SOL,               1,              31,               3,              32,              35,     2.86,    88.57,     8.57,    91.43,  425
2021-2022,51,Lancaster County ,10,Lancaster High,Mathematics,Y,EOC,SOL,               2,              52,              15,              54,              69,     2.90,    75.36,    21.74,    78.26,  418
2021-2022,51,Lancaster County ,10,Lancaster High,Science,N,EOC,SOL,               3,              24,               5,              27,              32,     9.38,    75.00,    15.63,    84.38,  438
2021-2022,51,Lancaster County ,10,Lancaster High,Science,Y,EOC,SOL,               0,              35,              13,              35,              48,      .00,    72.92,    27.08,    72.92,  411
2021-2022,51,Lancaster County ,110,Lancaster Middle,Mathematics,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  459
2021-2022,51,Lancaster County ,110,Lancaster Middle,Mathematics,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,52,Lee County ,300,Lee High,English:Reading,N,EOC,SOL,              12,              40,              15,              52,              67,    17.91,    59.70,    22.39,    77.61,  445
2021-2022,52,Lee County ,300,Lee High,English:Reading,Y,EOC,SOL,              12,              48,               7,              60,              67,    17.91,    71.64,    10.45,    89.55,  458
2021-2022,52,Lee County ,300,Lee High,English:Writing,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  445
2021-2022,52,Lee County ,300,Lee High,English:Writing,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  480
2021-2022,52,Lee County ,300,Lee High,History and Social Science,N,EOC,SOL,               3,              34,              35,              37,              72,     4.17,    47.22,    48.61,    51.39,  407
2021-2022,52,Lee County ,300,Lee High,History and Social Science,Y,EOC,SOL,               3,              42,              53,              45,              98,     3.06,    42.86,    54.08,    45.92,  400
2021-2022,52,Lee County ,300,Lee High,Mathematics,N,EOC,SOL,               5,              77,              18,              82,             100,     5.00,    77.00,    18.00,    82.00,  435
2021-2022,52,Lee County ,300,Lee High,Mathematics,Y,EOC,SOL,               7,              91,              10,              98,             108,     6.48,    84.26,     9.26,    90.74,  439
2021-2022,52,Lee County ,300,Lee High,Science,N,EOC,SOL,               9,              71,              13,              80,              93,     9.68,    76.34,    13.98,    86.02,  440
2021-2022,52,Lee County ,300,Lee High,Science,Y,EOC,SOL,               1,              70,              32,              71,             103,      .97,    67.96,    31.07,    68.93,  414
2021-2022,52,Lee County ,880,Thomas Walker High,English:Reading,N,EOC,SOL,               9,               7,               3,              16,              19,    47.37,    36.84,    15.79,    84.21,  470
2021-2022,52,Lee County ,880,Thomas Walker High,English:Reading,Y,EOC,SOL,               1,              20,               5,              21,              26,     3.85,    76.92,    19.23,    80.77,  432
2021-2022,52,Lee County ,880,Thomas Walker High,English:Writing,N,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,52,Lee County ,880,Thomas Walker High,History and Social Science,N,EOC,SOL,               6,              12,               9,              18,              27,    22.22,    44.44,    33.33,    66.67,  438
2021-2022,52,Lee County ,880,Thomas Walker High,History and Social Science,Y,EOC,SOL,               3,              21,              24,              24,              48,     6.25,    43.75,    50.00,    50.00,  406
2021-2022,52,Lee County ,880,Thomas Walker High,Mathematics,N,EOC,SOL,               5,              23,               3,              28,              31,    16.13,    74.19,     9.68,    90.32,  451
2021-2022,52,Lee County ,880,Thomas Walker High,Mathematics,Y,EOC,SOL,               1,              34,               4,              35,              39,     2.56,    87.18,    10.26,    89.74,  426
2021-2022,52,Lee County ,880,Thomas Walker High,Science,N,EOC,SOL,               0,              36,               8,              36,              44,      .00,    81.82,    18.18,    81.82,  424
2021-2022,52,Lee County ,880,Thomas Walker High,Science,Y,EOC,SOL,               2,              43,              25,              45,              70,     2.86,    61.43,    35.71,    64.29,  410
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,History and Social Science,N,EOC,SOL,               6,              24,               1,              30,              31,    19.35,    77.42,     3.23,    96.77,  464
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,History and Social Science,Y,EOC,SOL,               1,               9,               6,              10,              16,     6.25,    56.25,    37.50,    62.50,  415
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,Mathematics,N,EOC,SOL,               6,              17,               1,              23,              24,    25.00,    70.83,     4.17,    95.83,  467
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,Mathematics,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  474
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,Science,N,EOC,SOL,               4,              24,               3,              28,              31,    12.90,    77.42,     9.68,    90.32,  451
2021-2022,137,Lexington City ,1440,Lylburn Downing Middle,Science,Y,EOC,SOL,               1,               8,               7,               9,              16,     6.25,    50.00,    43.75,    56.25,  419
2021-2022,53,Loudoun County ,940,Belmont Ridge Middle,Mathematics,N,EOC,SOL,             118,             198,               6,             316,             322,    36.65,    61.49,     1.86,    98.14,  483
2021-2022,53,Loudoun County ,940,Belmont Ridge Middle,Mathematics,Y,EOC,SOL,              11,              17,               1,              28,              29,    37.93,    58.62,     3.45,    96.55,  481
2021-2022,53,Loudoun County ,790,Blue Ridge Middle,Mathematics,N,EOC,SOL,              32,             227,               3,             259,             262,    12.21,    86.64,     1.15,    98.85,  455
2021-2022,53,Loudoun County ,790,Blue Ridge Middle,Mathematics,Y,EOC,SOL,               4,              15,               0,              19,              19,    21.05,    78.95,      .00,100.00,  462
2021-2022,53,Loudoun County ,1120,Brambleton Middle,Mathematics,N,EOC,SOL,             195,             285,              22,             480,             502,    38.84,    56.77,     4.38,    95.62,  474
2021-2022,53,Loudoun County ,1120,Brambleton Middle,Mathematics,Y,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  480
2021-2022,53,Loudoun County ,420,Briar Woods High ,English:Reading,N,EOC,SOL,             211,             176,               5,             387,             392,    53.83,    44.90,     1.28,    98.72,  502
2021-2022,53,Loudoun County ,420,Briar Woods High ,English:Reading,Y,EOC,SOL,              17,              30,               3,              47,              50,    34.00,    60.00,     6.00,    94.00,  478
2021-2022,53,Loudoun County ,420,Briar Woods High ,English:Writing,N,EOC,SOL,             223,             160,               5,             383,             388,    57.47,    41.24,     1.29,    98.71,  513
2021-2022,53,Loudoun County ,420,Briar Woods High ,English:Writing,Y,EOC,SOL,              18,              24,               8,              42,              50,    36.00,    48.00,    16.00,    84.00,  471
2021-2022,53,Loudoun County ,420,Briar Woods High ,History and Social Science,N,EOC,SOL,              67,             316,              49,             383,             432,    15.51,    73.15,    11.34,    88.66,  451
2021-2022,53,Loudoun County ,420,Briar Woods High ,History and Social Science,Y,EOC,SOL,               6,              39,              17,              45,              62,     9.68,    62.90,    27.42,    72.58,  433
2021-2022,53,Loudoun County ,420,Briar Woods High ,Mathematics,N,EOC,SOL,              25,             355,              57,             380,             437,     5.72,    81.24,    13.04,    86.96,  427
2021-2022,53,Loudoun County ,420,Briar Woods High ,Mathematics,Y,EOC,SOL,               1,              48,              10,              49,              59,     1.69,    81.36,    16.95,    83.05,  427
2021-2022,53,Loudoun County ,420,Briar Woods High ,Science,N,EOC,SOL,             139,             513,              80,             652,             732,    18.99,    70.08,    10.93,    89.07,  443
2021-2022,53,Loudoun County ,420,Briar Woods High ,Science,Y,EOC,SOL,               5,              65,              19,              70,              89,     5.62,    73.03,    21.35,    78.65,  421
2021-2022,53,Loudoun County ,740,Broad Run High,English:Reading,N,EOC,SOL,             117,             162,              11,             279,             290,    40.34,    55.86,     3.79,    96.21,  484
2021-2022,53,Loudoun County ,740,Broad Run High,English:Reading,Y,EOC,SOL,              13,              53,              17,              66,              83,    15.66,    63.86,    20.48,    79.52,  443
2021-2022,53,Loudoun County ,740,Broad Run High,English:Writing,N,EOC,SOL,             126,             132,              23,             258,             281,    44.84,    46.98,     8.19,    91.81,  489
2021-2022,53,Loudoun County ,740,Broad Run High,English:Writing,Y,EOC,SOL,              17,              43,              11,              60,              71,    23.94,    60.56,    15.49,    84.51,  454
2021-2022,53,Loudoun County ,740,Broad Run High,History and Social Science,N,EOC,SOL,              50,             218,              39,             268,             307,    16.29,    71.01,    12.70,    87.30,  450
2021-2022,53,Loudoun County ,740,Broad Run High,History and Social Science,Y,EOC,SOL,               4,              64,              36,              68,             104,     3.85,    61.54,    34.62,    65.38,  410
2021-2022,53,Loudoun County ,740,Broad Run High,Mathematics,N,EOC,SOL,              33,             251,              48,             284,             332,     9.94,    75.60,    14.46,    85.54,  435
2021-2022,53,Loudoun County ,740,Broad Run High,Mathematics,Y,EOC,SOL,               2,              82,              39,              84,             123,     1.63,    66.67,    31.71,    68.29,  413
2021-2022,53,Loudoun County ,740,Broad Run High,Science,N,EOC,SOL,              63,             382,              68,             445,             513,    12.28,    74.46,    13.26,    86.74,  440
2021-2022,53,Loudoun County ,740,Broad Run High,Science,Y,EOC,SOL,               7,              97,              76,             104,             180,     3.89,    53.89,    42.22,    57.78,  405
2021-2022,53,Loudoun County ,31,Dominion High,English:Reading,N,EOC,SOL,              62,             110,              68,             172,             240,    25.83,    45.83,    28.33,    71.67,  366
2021-2022,53,Loudoun County ,31,Dominion High,English:Reading,Y,EOC,SOL,              16,              67,              40,              83,             123,    13.01,    54.47,    32.52,    67.48,  391
2021-2022,53,Loudoun County ,31,Dominion High,English:Writing,N,EOC,SOL,              69,              89,              20,             158,             178,    38.76,    50.00,    11.24,    88.76,  481
