School Year,Division Number,Division Name,School Number,School Name,Subject,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,16,Campbell County ,720,Brookville High,Mathematics,EOC,SOL,               8,             241,              24,             249,             273,     2.93,    88.28,     8.79,    91.21,  434
2021-2022,16,Campbell County ,720,Brookville High,Science,EOC,SOL,              20,             146,              61,             166,             227,     8.81,    64.32,    26.87,    73.13,  428
2021-2022,16,Campbell County ,20,Brookville Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,16,Campbell County ,20,Brookville Middle,Mathematics,EOC,SOL,               9,              80,               5,              89,              94,     9.57,    85.11,     5.32,    94.68,  445
2021-2022,16,Campbell County ,20,Brookville Middle,Science,EOC,SOL,              13,             160,              72,             173,             245,     5.31,    65.31,    29.39,    70.61,  420
2021-2022,16,Campbell County ,222,Rustburg High,English:Reading,EOC,SOL,              40,             136,              20,             176,             196,    20.41,    69.39,    10.20,    89.80,  453
2021-2022,16,Campbell County ,222,Rustburg High,History and Social Science,EOC,SOL,              17,             157,              52,             174,             226,     7.52,    69.47,    23.01,    76.99,  432
2021-2022,16,Campbell County ,222,Rustburg High,Mathematics,EOC,SOL,              17,             189,              17,             206,             223,     7.62,    84.75,     7.62,    92.38,  442
2021-2022,16,Campbell County ,222,Rustburg High,Science,EOC,SOL,              15,             131,              38,             146,             184,     8.15,    71.20,    20.65,    79.35,  429
2021-2022,16,Campbell County ,211,Rustburg Middle,Mathematics,EOC,SOL,              16,              50,               1,              66,              67,    23.88,    74.63,     1.49,    98.51,  477
2021-2022,16,Campbell County ,211,Rustburg Middle,Science,EOC,SOL,               7,             124,              76,             131,             207,     3.38,    59.90,    36.71,    63.29,  409
2021-2022,16,Campbell County ,542,William Campbell High,English:Reading,EOC,SOL,              11,              37,              14,              48,              62,    17.74,    59.68,    22.58,    77.42,  441
2021-2022,16,Campbell County ,542,William Campbell High,History and Social Science,EOC,SOL,               2,              38,              30,              40,              70,     2.86,    54.29,    42.86,    57.14,  406
2021-2022,16,Campbell County ,542,William Campbell High,Mathematics,EOC,SOL,               1,              59,              27,              60,              87,     1.15,    67.82,    31.03,    68.97,  413
2021-2022,16,Campbell County ,542,William Campbell High,Science,EOC,SOL,               3,              68,              41,              71,             112,     2.68,    60.71,    36.61,    63.39,  405
2021-2022,17,Caroline County ,460,Caroline High,English:Reading,EOC,SOL,              62,             187,              64,             249,             313,    19.81,    59.74,    20.45,    79.55,  448
2021-2022,17,Caroline County ,460,Caroline High,English:Writing,EOC,SOL,              34,             155,             100,             189,             289,    11.76,    53.63,    34.60,    65.40,  423
2021-2022,17,Caroline County ,460,Caroline High,History and Social Science,EOC,SOL,               6,             150,             172,             156,             328,     1.83,    45.73,    52.44,    47.56,  396
2021-2022,17,Caroline County ,460,Caroline High,Mathematics,EOC,SOL,               1,             273,             109,             274,             383,      .26,    71.28,    28.46,    71.54,  410
2021-2022,17,Caroline County ,460,Caroline High,Science,EOC,SOL,              10,             212,             131,             222,             353,     2.83,    60.06,    37.11,    62.89,  412
2021-2022,17,Caroline County ,450,Caroline Middle,History and Social Science,EOC,SOL,               6,              31,              20,              37,              57,    10.53,    54.39,    35.09,    64.91,  417
2021-2022,17,Caroline County ,450,Caroline Middle,Mathematics,EOC,SOL,               8,              47,               0,              55,              55,    14.55,    85.45,      .00,100.00,  458
2021-2022,17,Caroline County ,450,Caroline Middle,Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,18,Carroll County ,1230,Carroll County High,English:Reading,EOC,SOL,              55,             183,              49,             238,             287,    19.16,    63.76,    17.07,    82.93,  448
2021-2022,18,Carroll County ,1230,Carroll County High,English:Writing,EOC,SOL,              49,             150,              94,             199,             293,    16.72,    51.19,    32.08,    67.92,  431
2021-2022,18,Carroll County ,1230,Carroll County High,History and Social Science,EOC,SOL,               0,              15,              68,              15,              83,      .00,    18.07,    81.93,    18.07,  369
2021-2022,18,Carroll County ,1230,Carroll County High,Mathematics,EOC,SOL,               4,             222,              52,             226,             278,     1.44,    79.86,    18.71,    81.29,  419
2021-2022,18,Carroll County ,1230,Carroll County High,Science,EOC,SOL,              34,             300,             217,             334,             551,     6.17,    54.45,    39.38,    60.62,  413
2021-2022,18,Carroll County ,450,Carroll County Middle,History and Social Science,EOC,SOL,              22,             187,              79,             209,             288,     7.64,    64.93,    27.43,    72.57,  425
2021-2022,18,Carroll County ,450,Carroll County Middle,Mathematics,EOC,SOL,              15,              54,               0,              69,              69,    21.74,    78.26,      .00,100.00,  474
2021-2022,19,Charles City County ,100,Charles City County High,English:Reading,EOC,SOL,               8,              34,              10,              42,              52,    15.38,    65.38,    19.23,    80.77,  439
2021-2022,19,Charles City County ,100,Charles City County High,English:Writing,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,19,Charles City County ,100,Charles City County High,History and Social Science,EOC,SOL,               1,              31,              11,              32,              43,     2.33,    72.09,    25.58,    74.42,  422
2021-2022,19,Charles City County ,100,Charles City County High,Mathematics,EOC,SOL,               1,              28,              26,              29,              55,     1.82,    50.91,    47.27,    52.73,  399
2021-2022,19,Charles City County ,100,Charles City County High,Science,EOC,SOL,               3,              26,              17,              29,              46,     6.52,    56.52,    36.96,    63.04,  415
2021-2022,20,Charlotte County ,210,Central Middle,Mathematics,EOC,SOL,               4,              15,               0,              19,              19,    21.05,    78.95,      .00,100.00,  481
2021-2022,20,Charlotte County ,460,Randolph-Henry High,English:Reading,EOC,SOL,              34,              75,              13,             109,             122,    27.87,    61.48,    10.66,    89.34,  458
2021-2022,20,Charlotte County ,460,Randolph-Henry High,English:Writing,EOC,SOL,              13,              71,              49,              84,             133,     9.77,    53.38,    36.84,    63.16,  418
2021-2022,20,Charlotte County ,460,Randolph-Henry High,History and Social Science,EOC,SOL,               6,              64,              54,              70,             124,     4.84,    51.61,    43.55,    56.45,  406
2021-2022,20,Charlotte County ,460,Randolph-Henry High,Mathematics,EOC,SOL,               3,              90,              24,              93,             117,     2.56,    76.92,    20.51,    79.49,  418
2021-2022,20,Charlotte County ,460,Randolph-Henry High,Science,EOC,SOL,              11,              81,              25,              92,             117,     9.40,    69.23,    21.37,    78.63,  432
2021-2022,104,Charlottesville City ,100,Buford Middle,Mathematics,EOC,SOL,              30,             120,              14,             150,             164,    18.29,    73.17,     8.54,    91.46,  458
2021-2022,104,Charlottesville City ,140,Charlottesville High,English:Reading,EOC,SOL,              96,             130,              50,             226,             276,    34.78,    47.10,    18.12,    81.88,  465
2021-2022,104,Charlottesville City ,140,Charlottesville High,History and Social Science,EOC,SOL,              38,             204,             146,             242,             388,     9.79,    52.58,    37.63,    62.37,  420
2021-2022,104,Charlottesville City ,140,Charlottesville High,Mathematics,EOC,SOL,              17,             256,              82,             273,             355,     4.79,    72.11,    23.10,    76.90,  425
2021-2022,104,Charlottesville City ,140,Charlottesville High,Science,EOC,SOL,              64,             169,              99,             233,             332,    19.28,    50.90,    29.82,    70.18,  439
2021-2022,136,Chesapeake City ,560,Crestwood Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,136,Chesapeake City ,560,Crestwood Middle,Mathematics,EOC,SOL,              11,              59,               2,              70,              72,    15.28,    81.94,     2.78,    97.22,  447
2021-2022,136,Chesapeake City ,560,Crestwood Middle,Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  411
2021-2022,136,Chesapeake City ,100,Deep Creek High,English:Reading,EOC,SOL,              83,             254,              43,             337,             380,    21.84,    66.84,    11.32,    88.68,  457
2021-2022,136,Chesapeake City ,100,Deep Creek High,English:Writing,EOC,SOL,              77,             220,              92,             297,             389,    19.79,    56.56,    23.65,    76.35,  442
2021-2022,136,Chesapeake City ,100,Deep Creek High,History and Social Science,EOC,SOL,              72,             264,             146,             336,             482,    14.94,    54.77,    30.29,    69.71,  430
2021-2022,136,Chesapeake City ,100,Deep Creek High,Mathematics,EOC,SOL,              32,             366,              98,             398,             496,     6.45,    73.79,    19.76,    80.24,  429
2021-2022,136,Chesapeake City ,100,Deep Creek High,Science,EOC,SOL,              68,             429,             177,             497,             674,    10.09,    63.65,    26.26,    73.74,  429
2021-2022,136,Chesapeake City ,610,Deep Creek Middle,Mathematics,EOC,SOL,              13,              63,               1,              76,              77,    16.88,    81.82,     1.30,    98.70,  463
2021-2022,136,Chesapeake City ,960,Grassfield High,English:Reading,EOC,SOL,             220,             334,              27,             554,             581,    37.87,    57.49,     4.65,    95.35,  482
2021-2022,136,Chesapeake City ,960,Grassfield High,English:Writing,EOC,SOL,             241,             301,              55,             542,             597,    40.37,    50.42,     9.21,    90.79,  483
2021-2022,136,Chesapeake City ,960,Grassfield High,History and Social Science,EOC,SOL,             198,             419,              84,             617,             701,    28.25,    59.77,    11.98,    88.02,  468
2021-2022,136,Chesapeake City ,960,Grassfield High,Mathematics,EOC,SOL,              78,             528,              50,             606,             656,    11.89,    80.49,     7.62,    92.38,  449
2021-2022,136,Chesapeake City ,960,Grassfield High,Science,EOC,SOL,             179,             613,             104,             792,             896,    19.98,    68.42,    11.61,    88.39,  454
2021-2022,136,Chesapeake City ,120,Great Bridge High,English:Reading,EOC,SOL,             122,             286,              33,             408,             441,    27.66,    64.85,     7.48,    92.52,  470
2021-2022,136,Chesapeake City ,120,Great Bridge High,English:Writing,EOC,SOL,             111,             279,              64,             390,             454,    24.45,    61.45,    14.10,    85.90,  460
2021-2022,136,Chesapeake City ,120,Great Bridge High,History and Social Science,EOC,SOL,              90,             307,              86,             397,             483,    18.63,    63.56,    17.81,    82.19,  453
2021-2022,136,Chesapeake City ,120,Great Bridge High,Mathematics,EOC,SOL,              22,             361,              81,             383,             464,     4.74,    77.80,    17.46,    82.54,  429
2021-2022,136,Chesapeake City ,120,Great Bridge High,Science,EOC,SOL,              68,             488,             124,             556,             680,    10.00,    71.76,    18.24,    81.76,  436
2021-2022,136,Chesapeake City ,590,Great Bridge Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,136,Chesapeake City ,590,Great Bridge Middle,Mathematics,EOC,SOL,              46,             207,              17,             253,             270,    17.04,    76.67,     6.30,    93.70,  454
2021-2022,136,Chesapeake City ,590,Great Bridge Middle,Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,136,Chesapeake City ,972,Greenbrier Middle,Mathematics,EOC,SOL,              16,              33,               4,              49,              53,    30.19,    62.26,     7.55,    92.45,  467
2021-2022,136,Chesapeake City ,890,Hickory High,English:Reading,EOC,SOL,             100,             245,              28,             345,             373,    26.81,    65.68,     7.51,    92.49,  470
2021-2022,136,Chesapeake City ,890,Hickory High,English:Writing,EOC,SOL,             118,             217,              44,             335,             379,    31.13,    57.26,    11.61,    88.39,  470
2021-2022,136,Chesapeake City ,890,Hickory High,History and Social Science,EOC,SOL,             122,             265,              66,             387,             453,    26.93,    58.50,    14.57,    85.43,  463
2021-2022,136,Chesapeake City ,890,Hickory High,Mathematics,EOC,SOL,              31,             381,              30,             412,             442,     7.01,    86.20,     6.79,    93.21,  445
2021-2022,136,Chesapeake City ,890,Hickory High,Science,EOC,SOL,             127,             490,              69,             617,             686,    18.51,    71.43,    10.06,    89.94,  455
2021-2022,136,Chesapeake City ,280,Hickory Middle,Mathematics,EOC,SOL,              65,             187,               3,             252,             255,    25.49,    73.33,     1.18,    98.82,  472
2021-2022,136,Chesapeake City ,920,Hugo A. Owens Middle,Mathematics,EOC,SOL,              35,             165,               3,             200,             203,    17.24,    81.28,     1.48,    98.52,  466
2021-2022,136,Chesapeake City ,920,Hugo A. Owens Middle,Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,136,Chesapeake City ,830,Indian River High,English:Reading,EOC,SOL,              77,             274,              63,             351,             414,    18.60,    66.18,    15.22,    84.78,  447
2021-2022,136,Chesapeake City ,830,Indian River High,English:Writing,EOC,SOL,              57,             246,             114,             303,             417,    13.67,    58.99,    27.34,    72.66,  432
2021-2022,136,Chesapeake City ,830,Indian River High,History and Social Science,EOC,SOL,              57,             286,             192,             343,             535,    10.65,    53.46,    35.89,    64.11,  421
2021-2022,136,Chesapeake City ,830,Indian River High,Mathematics,EOC,SOL,               6,             343,              83,             349,             432,     1.39,    79.40,    19.21,    80.79,  421
2021-2022,136,Chesapeake City ,830,Indian River High,Science,EOC,SOL,              28,             449,             198,             477,             675,     4.15,    66.52,    29.33,    70.67,  417
2021-2022,136,Chesapeake City ,710,Indian River Middle,Mathematics,EOC,SOL,               3,              62,               7,              65,              72,     4.17,    86.11,     9.72,    90.28,  429
2021-2022,136,Chesapeake City ,973,Jolliff Middle,Mathematics,EOC,SOL,              18,              62,               4,              80,              84,    21.43,    73.81,     4.76,    95.24,  464
2021-2022,136,Chesapeake City ,973,Jolliff Middle,Science,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,136,Chesapeake City ,80,Oscar F. Smith High,English:Reading,EOC,SOL,              98,             353,             108,             451,             559,    17.53,    63.15,    19.32,    80.68,  442
2021-2022,136,Chesapeake City ,80,Oscar F. Smith High,English:Writing,EOC,SOL,              67,             282,             231,             349,             580,    11.55,    48.62,    39.83,    60.17,  419
2021-2022,136,Chesapeake City ,80,Oscar F. Smith High,History and Social Science,EOC,SOL,              66,             297,             341,             363,             704,     9.38,    42.19,    48.44,    51.56,  410
2021-2022,136,Chesapeake City ,80,Oscar F. Smith High,Mathematics,EOC,SOL,              25,             508,             109,             533,             642,     3.89,    79.13,    16.98,    83.02,  430
2021-2022,136,Chesapeake City ,80,Oscar F. Smith High,Science,EOC,SOL,              44,             452,             243,             496,             739,     5.95,    61.16,    32.88,    67.12,  419
2021-2022,136,Chesapeake City ,10,Oscar Smith Middle,Mathematics,EOC,SOL,               4,              47,               3,              51,              54,     7.41,    87.04,     5.56,    94.44,  446
2021-2022,136,Chesapeake City ,840,Western Branch High,English:Reading,EOC,SOL,             135,             351,              80,             486,             566,    23.85,    62.01,    14.13,    85.87,  455
2021-2022,136,Chesapeake City ,840,Western Branch High,English:Writing,EOC,SOL,              91,             340,             130,             431,             561,    16.22,    60.61,    23.17,    76.83,  441
2021-2022,136,Chesapeake City ,840,Western Branch High,History and Social Science,EOC,SOL,              59,             400,             198,             459,             657,     8.98,    60.88,    30.14,    69.86,  424
2021-2022,136,Chesapeake City ,840,Western Branch High,Mathematics,EOC,SOL,              28,             494,              98,             522,             620,     4.52,    79.68,    15.81,    84.19,  430
2021-2022,136,Chesapeake City ,840,Western Branch High,Science,EOC,SOL,              61,             564,             207,             625,             832,     7.33,    67.79,    24.88,    75.12,  428
2021-2022,136,Chesapeake City ,740,Western Branch Middle,Mathematics,EOC,SOL,              43,              85,               3,             128,             131,    32.82,    64.89,     2.29,    97.71,  477
2021-2022,21,Chesterfield County ,631,Bailey Bridge Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,>50,<50,  360
2021-2022,21,Chesterfield County ,631,Bailey Bridge Middle,Mathematics,EOC,SOL,              51,             399,              62,             450,             512,     9.96,    77.93,    12.11,    87.89,  436
2021-2022,21,Chesterfield County ,631,Bailey Bridge Middle,Science,EOC,SOL,              14,             159,               9,             173,             182,     7.69,    87.36,     4.95,    95.05,  444
2021-2022,21,Chesterfield County ,30,Carver College and Career Academy,English:Reading,EOC,SOL,               1,              36,              27,              37,              64,     1.56,    56.25,    42.19,    57.81,  402
2021-2022,21,Chesterfield County ,30,Carver College and Career Academy,English:Writing,EOC,SOL,               0,              10,              39,              10,              49,      .00,    20.41,    79.59,    20.41,  346
2021-2022,21,Chesterfield County ,30,Carver College and Career Academy,History and Social Science,EOC,SOL,               0,              21,              28,              21,              49,      .00,    42.86,    57.14,    42.86,  381
2021-2022,21,Chesterfield County ,30,Carver College and Career Academy,Mathematics,EOC,SOL,               0,              14,              42,              14,              56,      .00,    25.00,    75.00,    25.00,  363
2021-2022,21,Chesterfield County ,30,Carver College and Career Academy,Science,EOC,SOL,               1,              29,              43,              30,              73,     1.37,    39.73,    58.90,    41.10,  377
2021-2022,21,Chesterfield County ,420,Carver Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,>50,<50,  384
2021-2022,21,Chesterfield County ,420,Carver Middle,Mathematics,EOC,SOL,               7,             202,             117,             209,             326,     2.15,    61.96,    35.89,    64.11,  406
2021-2022,21,Chesterfield County ,420,Carver Middle,Science,EOC,SOL,               2,              78,              24,              80,             104,     1.92,    75.00,    23.08,    76.92,  418
2021-2022,21,Chesterfield County ,740,Clover Hill High,English:Reading,EOC,SOL,             132,             287,              25,             419,             444,    29.73,    64.64,     5.63,    94.37,  472
2021-2022,21,Chesterfield County ,740,Clover Hill High,English:Writing,EOC,SOL,              94,             257,             143,             351,             494,    19.03,    52.02,    28.95,    71.05,  436
2021-2022,21,Chesterfield County ,740,Clover Hill High,History and Social Science,EOC,SOL,              68,             261,             172,             329,             501,    13.57,    52.10,    34.33,    65.67,  429
2021-2022,21,Chesterfield County ,740,Clover Hill High,Mathematics,EOC,SOL,              61,             252,             195,             313,             508,    12.01,    49.61,    38.39,    61.61,  420
2021-2022,21,Chesterfield County ,740,Clover Hill High,Science,EOC,SOL,              76,             354,             197,             430,             627,    12.12,    56.46,    31.42,    68.58,  427
2021-2022,21,Chesterfield County ,840,Cosby High,English:Reading,EOC,SOL,             166,             381,              20,             547,             567,    29.28,    67.20,     3.53,    96.47,  474
2021-2022,21,Chesterfield County ,840,Cosby High,English:Writing,EOC,SOL,             162,             347,              85,             509,             594,    27.27,    58.42,    14.31,    85.69,  466
2021-2022,21,Chesterfield County ,840,Cosby High,History and Social Science,EOC,SOL,              79,             547,             110,             626,             736,    10.73,    74.32,    14.95,    85.05,  441
2021-2022,21,Chesterfield County ,840,Cosby High,Mathematics,EOC,SOL,              47,             566,              55,             613,             668,     7.04,    84.73,     8.23,    91.77,  438
2021-2022,21,Chesterfield County ,840,Cosby High,Science,EOC,SOL,              70,             638,             148,             708,             856,     8.18,    74.53,    17.29,    82.71,  436
2021-2022,21,Chesterfield County ,870,Elizabeth Davis Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,>50,<50,  361
2021-2022,21,Chesterfield County ,870,Elizabeth Davis Middle,Mathematics,EOC,SOL,              25,             328,              51,             353,             404,     6.19,    81.19,    12.62,    87.38,  429
2021-2022,21,Chesterfield County ,870,Elizabeth Davis Middle,Science,EOC,SOL,              11,             100,               6,             111,             117,     9.40,    85.47,     5.13,    94.87,  443
2021-2022,21,Chesterfield County ,670,Falling Creek Middle,History and Social Science,EOC,SOL,               0,              10,               6,              10,              16,      .00,    62.50,    37.50,    62.50,  401
2021-2022,21,Chesterfield County ,670,Falling Creek Middle,Mathematics,EOC,SOL,               6,             186,             252,             192,             444,     1.35,    41.89,    56.76,    43.24,  392
2021-2022,21,Chesterfield County ,670,Falling Creek Middle,Science,EOC,SOL,               5,              71,              17,              76,              93,     5.38,    76.34,    18.28,    81.72,  430
2021-2022,21,Chesterfield County ,770,James River High,English:Reading,EOC,SOL,             130,             314,              73,             444,             517,    25.15,    60.74,    14.12,    85.88,  460
2021-2022,21,Chesterfield County ,770,James River High,English:Writing,EOC,SOL,              91,             265,             102,             356,             458,    19.87,    57.86,    22.27,    77.73,  442
2021-2022,21,Chesterfield County ,770,James River High,History and Social Science,EOC,SOL,              43,             316,             210,             359,             569,     7.56,    55.54,    36.91,    63.09,  417
2021-2022,21,Chesterfield County ,770,James River High,Mathematics,EOC,SOL,              19,             261,             254,             280,             534,     3.56,    48.88,    47.57,    52.43,  405
2021-2022,21,Chesterfield County ,770,James River High,Science,EOC,SOL,              43,             375,             228,             418,             646,     6.66,    58.05,    35.29,    64.71,  415
2021-2022,21,Chesterfield County ,10,Lloyd C. Bird High,English:Reading,EOC,SOL,              61,             243,              64,             304,             368,    16.58,    66.03,    17.39,    82.61,  445
2021-2022,21,Chesterfield County ,10,Lloyd C. Bird High,English:Writing,EOC,SOL,              22,             213,             189,             235,             424,     5.19,    50.24,    44.58,    55.42,  407
2021-2022,21,Chesterfield County ,10,Lloyd C. Bird High,History and Social Science,EOC,SOL,              51,             268,             259,             319,             578,     8.82,    46.37,    44.81,    55.19,  414
2021-2022,21,Chesterfield County ,10,Lloyd C. Bird High,Mathematics,EOC,SOL,               5,             353,             202,             358,             560,      .89,    63.04,    36.07,    63.93,  406
2021-2022,21,Chesterfield County ,10,Lloyd C. Bird High,Science,EOC,SOL,              19,             354,             345,             373,             718,     2.65,    49.30,    48.05,    51.95,  401
2021-2022,21,Chesterfield County ,632,Manchester High,English:Reading,EOC,SOL,             116,             499,              87,             615,             702,    16.52,    71.08,    12.39,    87.61,  450
2021-2022,21,Chesterfield County ,632,Manchester High,English:Writing,EOC,SOL,              70,             337,             138,             407,             545,    12.84,    61.83,    25.32,    74.68,  433
2021-2022,21,Chesterfield County ,632,Manchester High,History and Social Science,EOC,SOL,              27,             353,             264,             380,             644,     4.19,    54.81,    40.99,    59.01,  411
2021-2022,21,Chesterfield County ,632,Manchester High,Mathematics,EOC,SOL,               8,             502,             287,             510,             797,     1.00,    62.99,    36.01,    63.99,  408
2021-2022,21,Chesterfield County ,632,Manchester High,Science,EOC,SOL,              23,             582,             275,             605,             880,     2.61,    66.14,    31.25,    68.75,  413
2021-2022,21,Chesterfield County ,600,Manchester Middle,History and Social Science,EOC,SOL,<,<,<,<,              11,<,<,>50,<50,  376
2021-2022,21,Chesterfield County ,600,Manchester Middle,Mathematics,EOC,SOL,              22,             253,             113,             275,             388,     5.67,    65.21,    29.12,    70.88,  417
2021-2022,21,Chesterfield County ,600,Manchester Middle,Science,EOC,SOL,              10,              95,              11,             105,             116,     8.62,    81.90,     9.48,    90.52,  436
2021-2022,21,Chesterfield County ,530,Matoaca High,English:Reading,EOC,SOL,              65,             260,              59,             325,             384,    16.93,    67.71,    15.36,    84.64,  451
2021-2022,21,Chesterfield County ,530,Matoaca High,English:Writing,EOC,SOL,              44,             201,             125,             245,             370,    11.89,    54.32,    33.78,    66.22,  422
2021-2022,21,Chesterfield County ,530,Matoaca High,History and Social Science,EOC,SOL,              23,             227,             212,             250,             462,     4.98,    49.13,    45.89,    54.11,  405
2021-2022,21,Chesterfield County ,530,Matoaca High,Mathematics,EOC,SOL,               5,             252,             185,             257,             442,     1.13,    57.01,    41.86,    58.14,  403
2021-2022,21,Chesterfield County ,530,Matoaca High,Science,EOC,SOL,              17,             367,             263,             384,             647,     2.63,    56.72,    40.65,    59.35,  407
2021-2022,21,Chesterfield County ,110,Matoaca Middle,History and Social Science,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,21,Chesterfield County ,110,Matoaca Middle,Mathematics,EOC,SOL,              18,             242,              66,             260,             326,     5.52,    74.23,    20.25,    79.75,  424
2021-2022,21,Chesterfield County ,110,Matoaca Middle,Science,EOC,SOL,               3,             140,              18,             143,             161,     1.86,    86.96,    11.18,    88.82,  433
2021-2022,21,Chesterfield County ,580,Meadowbrook High,English:Reading,EOC,SOL,              31,             261,             195,             292,             487,     6.37,    53.59,    40.04,    59.96,  406
