School Year,Division Number,Division Name,School Number,School Name,Subject,Gender,Test Level,Test Source,Pass Advanced Count,Pass Proficient Count,Fail Count,Pass Count,Total Count,Pass Advanced Rate,Pass Proficient Rate,Fail Rate,Pass Rate,Average SOL Scaled Score
2021-2022,43,Henrico County ,600,John Randolph Tucker High,Mathematics,M,EOC,SOL,              14,             179,              97,             193,             290,     4.83,    61.72,    33.45,    66.55,  415
2021-2022,43,Henrico County ,600,John Randolph Tucker High,Science,F,EOC,SOL,              27,             161,              96,             188,             284,     9.51,    56.69,    33.80,    66.20,  419
2021-2022,43,Henrico County ,600,John Randolph Tucker High,Science,M,EOC,SOL,              28,             149,              78,             177,             255,    10.98,    58.43,    30.59,    69.41,  424
2021-2022,43,Henrico County ,130,John Rolfe Middle,History and Social Science,F,EOC,SOL,               0,              14,              11,              14,              25,      .00,    56.00,    44.00,    56.00,  362
2021-2022,43,Henrico County ,130,John Rolfe Middle,History and Social Science,M,EOC,SOL,               1,               9,              14,              10,              24,     4.17,    37.50,    58.33,    41.67,  398
2021-2022,43,Henrico County ,130,John Rolfe Middle,Mathematics,F,EOC,SOL,               0,              33,               6,              33,              39,      .00,    84.62,    15.38,    84.62,  410
2021-2022,43,Henrico County ,130,John Rolfe Middle,Mathematics,M,EOC,SOL,               1,              27,              16,              28,              44,     2.27,    61.36,    36.36,    63.64,  398
2021-2022,43,Henrico County ,130,John Rolfe Middle,Science,F,EOC,SOL,               0,              15,               9,              15,              24,      .00,    62.50,    37.50,    62.50,  374
2021-2022,43,Henrico County ,130,John Rolfe Middle,Science,M,EOC,SOL,               1,              19,               9,              20,              29,     3.45,    65.52,    31.03,    68.97,  413
2021-2022,43,Henrico County ,250,L. Douglas Wilder Middle,History and Social Science,F,EOC,SOL,              14,              30,               9,              44,              53,    26.42,    56.60,    16.98,    83.02,  462
2021-2022,43,Henrico County ,250,L. Douglas Wilder Middle,History and Social Science,M,EOC,SOL,              24,              26,               2,              50,              52,    46.15,    50.00,     3.85,    96.15,  497
2021-2022,43,Henrico County ,250,L. Douglas Wilder Middle,Mathematics,F,EOC,SOL,              22,              78,               9,             100,             109,    20.18,    71.56,     8.26,    91.74,  452
2021-2022,43,Henrico County ,250,L. Douglas Wilder Middle,Mathematics,M,EOC,SOL,              16,              86,               6,             102,             108,    14.81,    79.63,     5.56,    94.44,  457
2021-2022,43,Henrico County ,250,L. Douglas Wilder Middle,Science,F,EOC,SOL,              10,              36,               5,              46,              51,    19.61,    70.59,     9.80,    90.20,  453
2021-2022,43,Henrico County ,250,L. Douglas Wilder Middle,Science,M,EOC,SOL,              16,              31,               1,              47,              48,    33.33,    64.58,     2.08,    97.92,  478
2021-2022,43,Henrico County ,140,Mills E. Godwin High,English:Reading,F,EOC,SOL,             106,             105,              15,             211,             226,    46.90,    46.46,     6.64,    93.36,  492
2021-2022,43,Henrico County ,140,Mills E. Godwin High,English:Reading,M,EOC,SOL,             104,             124,               8,             228,             236,    44.07,    52.54,     3.39,    96.61,  492
2021-2022,43,Henrico County ,140,Mills E. Godwin High,English:Writing,F,EOC,SOL,              83,              93,              24,             176,             200,    41.50,    46.50,    12.00,    88.00,  486
2021-2022,43,Henrico County ,140,Mills E. Godwin High,English:Writing,M,EOC,SOL,              73,             108,              39,             181,             220,    33.18,    49.09,    17.73,    82.27,  461
2021-2022,43,Henrico County ,140,Mills E. Godwin High,History and Social Science,F,EOC,SOL,               6,              96,              30,             102,             132,     4.55,    72.73,    22.73,    77.27,  424
2021-2022,43,Henrico County ,140,Mills E. Godwin High,History and Social Science,M,EOC,SOL,              11,              93,              42,             104,             146,     7.53,    63.70,    28.77,    71.23,  423
2021-2022,43,Henrico County ,140,Mills E. Godwin High,Mathematics,F,EOC,SOL,              24,             192,              44,             216,             260,     9.23,    73.85,    16.92,    83.08,  437
2021-2022,43,Henrico County ,140,Mills E. Godwin High,Mathematics,M,EOC,SOL,              14,             198,              40,             212,             252,     5.56,    78.57,    15.87,    84.13,  433
2021-2022,43,Henrico County ,140,Mills E. Godwin High,Science,F,EOC,SOL,              54,             157,              38,             211,             249,    21.69,    63.05,    15.26,    84.74,  457
2021-2022,43,Henrico County ,140,Mills E. Godwin High,Science,M,EOC,SOL,              49,             175,              38,             224,             262,    18.70,    66.79,    14.50,    85.50,  449
2021-2022,43,Henrico County ,280,Pocahontas Middle,History and Social Science,F,EOC,SOL,              12,              61,               2,              73,              75,    16.00,    81.33,     2.67,    97.33,  465
2021-2022,43,Henrico County ,280,Pocahontas Middle,History and Social Science,M,EOC,SOL,              23,              56,               1,              79,              80,    28.75,    70.00,     1.25,    98.75,  466
2021-2022,43,Henrico County ,280,Pocahontas Middle,Mathematics,F,EOC,SOL,              26,              58,               0,              84,              84,    30.95,    69.05,      .00,100.00,  484
2021-2022,43,Henrico County ,280,Pocahontas Middle,Mathematics,M,EOC,SOL,              25,              79,               1,             104,             105,    23.81,    75.24,      .95,    99.05,  470
2021-2022,43,Henrico County ,280,Pocahontas Middle,Science,F,EOC,SOL,              16,              51,               3,              67,              70,    22.86,    72.86,     4.29,    95.71,  468
2021-2022,43,Henrico County ,280,Pocahontas Middle,Science,M,EOC,SOL,              13,              69,               2,              82,              84,    15.48,    82.14,     2.38,    97.62,  460
2021-2022,43,Henrico County ,690,Quioccasin Middle,History and Social Science,F,EOC,SOL,              12,              50,              14,              62,              76,    15.79,    65.79,    18.42,    81.58,  437
2021-2022,43,Henrico County ,690,Quioccasin Middle,History and Social Science,M,EOC,SOL,              15,              36,              10,              51,              61,    24.59,    59.02,    16.39,    83.61,  460
2021-2022,43,Henrico County ,690,Quioccasin Middle,Mathematics,F,EOC,SOL,               7,              65,              15,              72,              87,     8.05,    74.71,    17.24,    82.76,  413
2021-2022,43,Henrico County ,690,Quioccasin Middle,Mathematics,M,EOC,SOL,               8,              71,               9,              79,              88,     9.09,    80.68,    10.23,    89.77,  436
2021-2022,43,Henrico County ,690,Quioccasin Middle,Science,F,EOC,SOL,               6,              59,               6,              65,              71,     8.45,    83.10,     8.45,    91.55,  443
2021-2022,43,Henrico County ,690,Quioccasin Middle,Science,M,EOC,SOL,              14,              43,               4,              57,              61,    22.95,    70.49,     6.56,    93.44,  460
2021-2022,43,Henrico County ,710,Shady Grove Elementary,Mathematics,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,43,Henrico County ,80,Short Pump Middle,History and Social Science,F,EOC,SOL,              22,              92,               6,             114,             120,    18.33,    76.67,     5.00,    95.00,  455
2021-2022,43,Henrico County ,80,Short Pump Middle,History and Social Science,M,EOC,SOL,              28,              76,               5,             104,             109,    25.69,    69.72,     4.59,    95.41,  477
2021-2022,43,Henrico County ,80,Short Pump Middle,Mathematics,F,EOC,SOL,              40,             146,               8,             186,             194,    20.62,    75.26,     4.12,    95.88,  462
2021-2022,43,Henrico County ,80,Short Pump Middle,Mathematics,M,EOC,SOL,              41,             165,               7,             206,             213,    19.25,    77.46,     3.29,    96.71,  462
2021-2022,43,Henrico County ,80,Short Pump Middle,Science,F,EOC,SOL,              33,              81,               4,             114,             118,    27.97,    68.64,     3.39,    96.61,  466
2021-2022,43,Henrico County ,80,Short Pump Middle,Science,M,EOC,SOL,              37,              76,               3,             113,             116,    31.90,    65.52,     2.59,    97.41,  480
2021-2022,43,Henrico County ,520,Tuckahoe Middle,History and Social Science,F,EOC,SOL,              25,              77,               3,             102,             105,    23.81,    73.33,     2.86,    97.14,  466
2021-2022,43,Henrico County ,520,Tuckahoe Middle,History and Social Science,M,EOC,SOL,              17,              71,               3,              88,              91,    18.68,    78.02,     3.30,    96.70,  466
2021-2022,43,Henrico County ,520,Tuckahoe Middle,Mathematics,F,EOC,SOL,              22,             141,               4,             163,             167,    13.17,    84.43,     2.40,    97.60,  452
2021-2022,43,Henrico County ,520,Tuckahoe Middle,Mathematics,M,EOC,SOL,              10,             143,               9,             153,             162,     6.17,    88.27,     5.56,    94.44,  441
2021-2022,43,Henrico County ,520,Tuckahoe Middle,Science,F,EOC,SOL,              14,              91,               3,             105,             108,    12.96,    84.26,     2.78,    97.22,  460
2021-2022,43,Henrico County ,520,Tuckahoe Middle,Science,M,EOC,SOL,              11,              89,               4,             100,             104,    10.58,    85.58,     3.85,    96.15,  458
2021-2022,43,Henrico County ,580,Varina High,English:Reading,F,EOC,SOL,              20,             105,              37,             125,             162,    12.35,    64.81,    22.84,    77.16,  432
2021-2022,43,Henrico County ,580,Varina High,English:Reading,M,EOC,SOL,              18,              95,              53,             113,             166,    10.84,    57.23,    31.93,    68.07,  425
2021-2022,43,Henrico County ,580,Varina High,English:Writing,F,EOC,SOL,               4,              87,              68,              91,             159,     2.52,    54.72,    42.77,    57.23,  402
2021-2022,43,Henrico County ,580,Varina High,English:Writing,M,EOC,SOL,               5,              70,             101,              75,             176,     2.84,    39.77,    57.39,    42.61,  387
2021-2022,43,Henrico County ,580,Varina High,History and Social Science,F,EOC,SOL,               0,              52,             139,              52,             191,      .00,    27.23,    72.77,    27.23,  376
2021-2022,43,Henrico County ,580,Varina High,History and Social Science,M,EOC,SOL,               2,              55,             168,              57,             225,      .89,    24.44,    74.67,    25.33,  374
2021-2022,43,Henrico County ,580,Varina High,Mathematics,F,EOC,SOL,               1,             159,              62,             160,             222,      .45,    71.62,    27.93,    72.07,  412
2021-2022,43,Henrico County ,580,Varina High,Mathematics,M,EOC,SOL,               1,             152,              97,             153,             250,      .40,    60.80,    38.80,    61.20,  401
2021-2022,43,Henrico County ,580,Varina High,Science,F,EOC,SOL,               2,              84,             101,              86,             187,     1.07,    44.92,    54.01,    45.99,  391
2021-2022,43,Henrico County ,580,Varina High,Science,M,EOC,SOL,               5,              81,             118,              86,             204,     2.45,    39.71,    57.84,    42.16,  390
2021-2022,44,Henry County ,10,Bassett High,English:Reading,F,EOC,SOL,              16,              82,              22,              98,             120,    13.33,    68.33,    18.33,    81.67,  439
2021-2022,44,Henry County ,10,Bassett High,English:Reading,M,EOC,SOL,              16,              79,              23,              95,             118,    13.56,    66.95,    19.49,    80.51,  442
2021-2022,44,Henry County ,10,Bassett High,History and Social Science,F,EOC,SOL,               7,              76,             134,              83,             217,     3.23,    35.02,    61.75,    38.25,  392
2021-2022,44,Henry County ,10,Bassett High,History and Social Science,M,EOC,SOL,               8,             105,             112,             113,             225,     3.56,    46.67,    49.78,    50.22,  402
2021-2022,44,Henry County ,10,Bassett High,Mathematics,F,EOC,SOL,               6,             116,              37,             122,             159,     3.77,    72.96,    23.27,    76.73,  428
2021-2022,44,Henry County ,10,Bassett High,Mathematics,M,EOC,SOL,               0,             120,              55,             120,             175,      .00,    68.57,    31.43,    68.57,  415
2021-2022,44,Henry County ,10,Bassett High,Science,F,EOC,SOL,               7,             154,             100,             161,             261,     2.68,    59.00,    38.31,    61.69,  413
2021-2022,44,Henry County ,10,Bassett High,Science,M,EOC,SOL,              17,             140,             113,             157,             270,     6.30,    51.85,    41.85,    58.15,  415
2021-2022,44,Henry County ,620,Fieldale-Collinsville Middle ,Mathematics,F,EOC,SOL,               5,              13,               0,              18,              18,    27.78,    72.22,      .00,100.00,  476
2021-2022,44,Henry County ,620,Fieldale-Collinsville Middle ,Mathematics,M,EOC,SOL,               1,              13,               0,              14,              14,     7.14,    92.86,      .00,100.00,  464
2021-2022,44,Henry County ,670,Laurel Park Middle ,Mathematics,F,EOC,SOL,               4,              28,               0,              32,              32,    12.50,    87.50,      .00,100.00,  465
2021-2022,44,Henry County ,670,Laurel Park Middle ,Mathematics,M,EOC,SOL,              10,              27,               2,              37,              39,    25.64,    69.23,     5.13,    94.87,  466
2021-2022,44,Henry County ,20,Magna Vista High,English:Reading,F,EOC,SOL,              22,             100,              12,             122,             134,    16.42,    74.63,     8.96,    91.04,  458
2021-2022,44,Henry County ,20,Magna Vista High,English:Reading,M,EOC,SOL,              28,              80,              17,             108,             125,    22.40,    64.00,    13.60,    86.40,  454
2021-2022,44,Henry County ,20,Magna Vista High,History and Social Science,F,EOC,SOL,               8,              81,              72,              89,             161,     4.97,    50.31,    44.72,    55.28,  406
2021-2022,44,Henry County ,20,Magna Vista High,History and Social Science,M,EOC,SOL,               8,             123,              70,             131,             201,     3.98,    61.19,    34.83,    65.17,  412
2021-2022,44,Henry County ,20,Magna Vista High,Mathematics,F,EOC,SOL,               5,             111,              31,             116,             147,     3.40,    75.51,    21.09,    78.91,  425
2021-2022,44,Henry County ,20,Magna Vista High,Mathematics,M,EOC,SOL,               3,             143,              45,             146,             191,     1.57,    74.87,    23.56,    76.44,  421
2021-2022,44,Henry County ,20,Magna Vista High,Science,F,EOC,SOL,               4,             118,              89,             122,             211,     1.90,    55.92,    42.18,    57.82,  405
2021-2022,44,Henry County ,20,Magna Vista High,Science,M,EOC,SOL,               3,             178,             108,             181,             289,     1.04,    61.59,    37.37,    62.63,  409
2021-2022,45,Highland County ,220,Highland High,English:Reading,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  469
2021-2022,45,Highland County ,220,Highland High,English:Reading,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  478
2021-2022,45,Highland County ,220,Highland High,English:Writing,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  484
2021-2022,45,Highland County ,220,Highland High,English:Writing,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  436
2021-2022,45,Highland County ,220,Highland High,History and Social Science,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  424
2021-2022,45,Highland County ,220,Highland High,History and Social Science,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  412
2021-2022,45,Highland County ,220,Highland High,Mathematics,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  431
2021-2022,45,Highland County ,220,Highland High,Mathematics,M,EOC,SOL,               2,              10,               2,              12,              14,    14.29,    71.43,    14.29,    85.71,  454
2021-2022,45,Highland County ,220,Highland High,Science,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,45,Highland County ,220,Highland High,Science,M,EOC,SOL,<,<,<,<,<,<,<,>50,<50,  412
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Mathematics,F,EOC,SOL,               1,              46,              14,              47,              61,     1.64,    75.41,    22.95,    77.05,  409
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Mathematics,M,EOC,SOL,               0,              43,               3,              43,              46,      .00,    93.48,     6.52,    93.48,  425
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Science,F,EOC,SOL,               0,              13,               5,              13,              18,      .00,    72.22,    27.78,    72.22,  422
2021-2022,114,Hopewell City ,110,Carter G. Woodson Middle,Science,M,EOC,SOL,               1,              15,               3,              16,              19,     5.26,    78.95,    15.79,    84.21,  438
2021-2022,114,Hopewell City ,120,Hopewell High,English:Reading,F,EOC,SOL,              15,              78,              48,              93,             141,    10.64,    55.32,    34.04,    65.96,  420
2021-2022,114,Hopewell City ,120,Hopewell High,English:Reading,M,EOC,SOL,              14,              64,              59,              78,             137,    10.22,    46.72,    43.07,    56.93,  412
2021-2022,114,Hopewell City ,120,Hopewell High,English:Writing,F,EOC,SOL,              10,              51,              36,              61,              97,    10.31,    52.58,    37.11,    62.89,  420
2021-2022,114,Hopewell City ,120,Hopewell High,English:Writing,M,EOC,SOL,               3,              39,              53,              42,              95,     3.16,    41.05,    55.79,    44.21,  393
2021-2022,114,Hopewell City ,120,Hopewell High,History and Social Science,F,EOC,SOL,               1,              44,              99,              45,             144,      .69,    30.56,    68.75,    31.25,  380
2021-2022,114,Hopewell City ,120,Hopewell High,History and Social Science,M,EOC,SOL,               4,              49,             128,              53,             181,     2.21,    27.07,    70.72,    29.28,  383
2021-2022,114,Hopewell City ,120,Hopewell High,Mathematics,F,EOC,SOL,               2,             104,              46,             106,             152,     1.32,    68.42,    30.26,    69.74,  410
2021-2022,114,Hopewell City ,120,Hopewell High,Mathematics,M,EOC,SOL,               0,             105,              81,             105,             186,      .00,    56.45,    43.55,    56.45,  400
2021-2022,114,Hopewell City ,120,Hopewell High,Science,F,EOC,SOL,               2,              68,              73,              70,             143,     1.40,    47.55,    51.05,    48.95,  398
2021-2022,114,Hopewell City ,120,Hopewell High,Science,M,EOC,SOL,               3,              62,              86,              65,             151,     1.99,    41.06,    56.95,    43.05,  386
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,History and Social Science,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,Mathematics,F,EOC,SOL,               5,               7,               0,              12,              12,    41.67,    58.33,      .00,100.00,  489
2021-2022,46,Isle of Wight County ,422,Georgie D. Tyler Middle,Mathematics,M,EOC,SOL,               5,               4,               1,               9,              10,    50.00,    40.00,    10.00,    90.00,  485
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Reading,F,EOC,SOL,              60,             102,              16,             162,             178,    33.71,    57.30,     8.99,    91.01,  472
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Reading,M,EOC,SOL,              30,             114,              26,             144,             170,    17.65,    67.06,    15.29,    84.71,  451
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Writing,F,EOC,SOL,              46,             103,              23,             149,             172,    26.74,    59.88,    13.37,    86.63,  462
2021-2022,46,Isle of Wight County ,40,Smithfield High,English:Writing,M,EOC,SOL,              23,              97,              45,             120,             165,    13.94,    58.79,    27.27,    72.73,  428
2021-2022,46,Isle of Wight County ,40,Smithfield High,History and Social Science,F,EOC,SOL,              20,             116,              65,             136,             201,     9.95,    57.71,    32.34,    67.66,  423
2021-2022,46,Isle of Wight County ,40,Smithfield High,History and Social Science,M,EOC,SOL,              23,             100,              81,             123,             204,    11.27,    49.02,    39.71,    60.29,  418
2021-2022,46,Isle of Wight County ,40,Smithfield High,Mathematics,F,EOC,SOL,              12,             160,              20,             172,             192,     6.25,    83.33,    10.42,    89.58,  439
2021-2022,46,Isle of Wight County ,40,Smithfield High,Mathematics,M,EOC,SOL,               6,             149,              36,             155,             191,     3.14,    78.01,    18.85,    81.15,  424
2021-2022,46,Isle of Wight County ,40,Smithfield High,Science,F,EOC,SOL,              13,             143,              54,             156,             210,     6.19,    68.10,    25.71,    74.29,  422
2021-2022,46,Isle of Wight County ,40,Smithfield High,Science,M,EOC,SOL,              27,             127,              59,             154,             213,    12.68,    59.62,    27.70,    72.30,  424
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,Mathematics,F,EOC,SOL,              17,              24,               1,              41,              42,    40.48,    57.14,     2.38,    97.62,  479
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,Mathematics,M,EOC,SOL,              26,              31,               0,              57,              57,    45.61,    54.39,      .00,100.00,  498
2021-2022,46,Isle of Wight County ,50,Smithfield Middle,Science,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Reading,F,EOC,SOL,              12,              50,               5,              62,              67,    17.91,    74.63,     7.46,    92.54,  458
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Reading,M,EOC,SOL,              12,              38,               9,              50,              59,    20.34,    64.41,    15.25,    84.75,  452
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Writing,F,EOC,SOL,              17,              43,               6,              60,              66,    25.76,    65.15,     9.09,    90.91,  458
2021-2022,46,Isle of Wight County ,250,Windsor High,English:Writing,M,EOC,SOL,               7,              36,              14,              43,              57,    12.28,    63.16,    24.56,    75.44,  437
2021-2022,46,Isle of Wight County ,250,Windsor High,History and Social Science,F,EOC,SOL,               4,              58,              16,              62,              78,     5.13,    74.36,    20.51,    79.49,  428
2021-2022,46,Isle of Wight County ,250,Windsor High,History and Social Science,M,EOC,SOL,               5,              59,              16,              64,              80,     6.25,    73.75,    20.00,    80.00,  434
2021-2022,46,Isle of Wight County ,250,Windsor High,Mathematics,F,EOC,SOL,               2,              66,               7,              68,              75,     2.67,    88.00,     9.33,    90.67,  432
2021-2022,46,Isle of Wight County ,250,Windsor High,Mathematics,M,EOC,SOL,               1,              56,              20,              57,              77,     1.30,    72.73,    25.97,    74.03,  422
2021-2022,46,Isle of Wight County ,250,Windsor High,Science,F,EOC,SOL,               3,              82,              14,              85,              99,     3.03,    82.83,    14.14,    85.86,  428
2021-2022,46,Isle of Wight County ,250,Windsor High,Science,M,EOC,SOL,               4,              79,              15,              83,              98,     4.08,    80.61,    15.31,    84.69,  435
2021-2022,48,King George County ,120,King George High,English:Reading,F,EOC,SOL,              52,             108,              12,             160,             172,    30.23,    62.79,     6.98,    93.02,  472
2021-2022,48,King George County ,120,King George High,English:Reading,M,EOC,SOL,              51,             111,              19,             162,             181,    28.18,    61.33,    10.50,    89.50,  460
2021-2022,48,King George County ,120,King George High,English:Writing,F,EOC,SOL,              10,               2,               0,              12,              12,    83.33,    16.67,      .00,100.00,  529
2021-2022,48,King George County ,120,King George High,English:Writing,M,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  543
2021-2022,48,King George County ,120,King George High,History and Social Science,F,EOC,SOL,               0,              33,              74,              33,             107,      .00,    30.84,    69.16,    30.84,  382
2021-2022,48,King George County ,120,King George High,History and Social Science,M,EOC,SOL,               4,              40,              82,              44,             126,     3.17,    31.75,    65.08,    34.92,  386
2021-2022,48,King George County ,120,King George High,Mathematics,F,EOC,SOL,               9,             130,              64,             139,             203,     4.43,    64.04,    31.53,    68.47,  419
2021-2022,48,King George County ,120,King George High,Mathematics,M,EOC,SOL,              14,             128,              72,             142,             214,     6.54,    59.81,    33.64,    66.36,  414
2021-2022,48,King George County ,120,King George High,Science,F,EOC,SOL,              14,             128,              89,             142,             231,     6.06,    55.41,    38.53,    61.47,  414
2021-2022,48,King George County ,120,King George High,Science,M,EOC,SOL,              16,             138,             115,             154,             269,     5.95,    51.30,    42.75,    57.25,  408
2021-2022,48,King George County ,10,King George Middle,History and Social Science,F,EOC,SOL,              13,             117,              62,             130,             192,     6.77,    60.94,    32.29,    67.71,  422
2021-2022,48,King George County ,10,King George Middle,History and Social Science,M,EOC,SOL,              25,              96,              61,             121,             182,    13.74,    52.75,    33.52,    66.48,  425
2021-2022,48,King George County ,10,King George Middle,Mathematics,F,EOC,SOL,              24,              38,               0,              62,              62,    38.71,    61.29,      .00,100.00,  492
2021-2022,48,King George County ,10,King George Middle,Mathematics,M,EOC,SOL,              20,              34,               0,              54,              54,    37.04,    62.96,      .00,100.00,  490
2021-2022,50,King William County ,160,Hamilton Holmes Middle,History and Social Science,M,EOC,SOL,<,<,<,<,<,<,<,>50,<50,
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Mathematics,F,EOC,SOL,               2,              24,               0,              26,              26,     7.69,    92.31,      .00,100.00,  456
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Mathematics,M,EOC,SOL,               1,              27,               1,              28,              29,     3.45,    93.10,     3.45,    96.55,  456
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Science,F,EOC,SOL,               1,              19,               0,              20,              20,     5.00,    95.00,      .00,100.00,  455
2021-2022,50,King William County ,160,Hamilton Holmes Middle,Science,M,EOC,SOL,               5,              13,               0,              18,              18,    27.78,    72.22,      .00,100.00,  469
2021-2022,50,King William County ,130,King William High,English:Reading,F,EOC,SOL,              12,              57,              15,              69,              84,    14.29,    67.86,    17.86,    82.14,  443
2021-2022,50,King William County ,130,King William High,English:Reading,M,EOC,SOL,              12,              50,              22,              62,              84,    14.29,    59.52,    26.19,    73.81,  435
2021-2022,50,King William County ,130,King William High,English:Writing,F,EOC,SOL,<,<,<,<,<,<,<,<50,>50,  400
2021-2022,50,King William County ,130,King William High,English:Writing,M,EOC,SOL,<,<,<,<,              10,<,<,>50,<50,  380
2021-2022,50,King William County ,130,King William High,History and Social Science,F,EOC,SOL,              13,              56,              29,              69,              98,    13.27,    57.14,    29.59,    70.41,  424
2021-2022,50,King William County ,130,King William High,History and Social Science,M,EOC,SOL,              11,              66,              27,              77,             104,    10.58,    63.46,    25.96,    74.04,  431
2021-2022,50,King William County ,130,King William High,Mathematics,F,EOC,SOL,               4,              66,              12,              70,              82,     4.88,    80.49,    14.63,    85.37,  430
2021-2022,50,King William County ,130,King William High,Mathematics,M,EOC,SOL,               2,              74,              20,              76,              96,     2.08,    77.08,    20.83,    79.17,  423
2021-2022,50,King William County ,130,King William High,Science,F,EOC,SOL,               4,              67,              22,              71,              93,     4.30,    72.04,    23.66,    76.34,  414
2021-2022,50,King William County ,130,King William High,Science,M,EOC,SOL,               6,              69,              32,              75,             107,     5.61,    64.49,    29.91,    70.09,  417
2021-2022,49,King and Queen County ,280,Central High,English:Reading,F,EOC,SOL,               1,              14,               0,              15,              15,     6.67,    93.33,      .00,100.00,  443
2021-2022,49,King and Queen County ,280,Central High,English:Reading,M,EOC,SOL,               3,              21,               4,              24,              28,    10.71,    75.00,    14.29,    85.71,  426
2021-2022,49,King and Queen County ,280,Central High,English:Writing,F,EOC,SOL,<,<,<,<,              15,<,<,>50,<50,  411
2021-2022,49,King and Queen County ,280,Central High,English:Writing,M,EOC,SOL,               1,              14,              13,              15,              28,     3.57,    50.00,    46.43,    53.57,  394
2021-2022,49,King and Queen County ,280,Central High,History and Social Science,F,EOC,SOL,               0,              16,              15,              16,              31,      .00,    51.61,    48.39,    51.61,  386
2021-2022,49,King and Queen County ,280,Central High,History and Social Science,M,EOC,SOL,               4,              16,              11,              20,              31,    12.90,    51.61,    35.48,    64.52,  421
2021-2022,49,King and Queen County ,280,Central High,Mathematics,F,EOC,SOL,               0,              27,              10,              27,              37,      .00,    72.97,    27.03,    72.97,  400
